First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,SLpM,Str.Acc,SApM,Str.Def,TD Avg,TD Acc,TD Def,Sub. Avg,Total Fights,Weight Class,Fighter_ID
Hashem,Arkhagha,,"6' 2""",185 lbs.,"75.0""",Orthodox,6,1,0,0,1.84,44%,8.97,43%,0.00,0%,50%,0.0,7,MiddleWeight,166
Andrei,Arlovski,The Pitbull,"6' 3""",240 lbs.,"77.0""",Orthodox,34,23,0,0,3.78,45%,3.20,57%,0.38,36%,76%,0.2,57,HeavyWeight,167
Garrett,Armfield,,"5' 6""",135 lbs.,"70.0""",Orthodox,10,3,0,0,6.22,53%,3.93,58%,0.00,0%,64%,0.0,13,BantamWeight,168
Joey,Armstrong,,--,--,--,,5,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,7,HeavyWeight,169
Austin,Arnett,,"6' 0""",145 lbs.,"72.0""",Orthodox,16,6,0,0,4.52,41%,6.38,62%,0.44,18%,57%,0.2,22,FeatherWeight,170
Ricardo,Arona,The Brazilian Tiger,"5' 11""",205 lbs.,--,Orthodox,14,5,0,0,1.66,48%,1.15,57%,2.41,48%,58%,1.2,19,LightHeavyWeight,171
Eli,Aronov,The Israeli Tank,"5' 10""",185 lbs.,"72.0""",Orthodox,6,1,0,0,8.92,68%,6.49,38%,12.16,100%,0%,0.0,7,MiddleWeight,172
Chalid,Arrab,Die Faust,"5' 11""",205 lbs.,--,Orthodox,7,3,0,0,1.56,34%,1.63,56%,3.05,75%,37%,1.0,10,LightHeavyWeight,173
Akbarh,Arreola,El Caballero,"5' 10""",155 lbs.,"71.0""",Southpaw,23,11,1,0,2.32,45%,4.01,56%,1.07,100%,33%,0.4,35,LightWeight,174
Matt,Arroyo,No Regard,"5' 10""",170 lbs.,"72.0""",Orthodox,3,3,0,0,1.62,47%,2.01,58%,2.12,36%,100%,5.3,6,WelterWeight,175
Antonio,Arroyo,,"6' 3""",185 lbs.,"73.0""",Orthodox,9,5,0,0,2.82,66%,2.02,50%,1.14,41%,41%,0.2,14,MiddleWeight,176
Gilles,Arsene,,"5' 9""",190 lbs.,--,Southpaw,1,1,0,0,0.06,10%,2.45,32%,0.00,0%,0%,0.0,2,LightHeavyWeight,177
Veta,Arteaga,,"5' 7""",125 lbs.,--,,3,1,0,0,3.20,36%,1.92,65%,0.00,0%,40%,0.0,4,FlyWeight,178
Cesar,Arzamendia,Goku,"5' 11""",155 lbs.,--,Orthodox,8,3,0,0,5.37,45%,5.20,56%,7.32,75%,0%,2.4,11,LightWeight,179
Teddy,Ash,Bear,"6' 1""",185 lbs.,"73.0""",Switch,14,5,0,0,7.27,61%,6.80,28%,0.00,0%,100%,0.0,19,MiddleWeight,180
Arman,Ashimov,Mustafa Ozturik,"5' 6""",125 lbs.,--,,11,3,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,15,FlyWeight,181
Yanal,Ashmouz,Red Fox,"5' 9""",155 lbs.,"68.0""",Orthodox,7,1,0,0,3.08,42%,5.35,59%,0.92,50%,50%,0.0,8,LightWeight,182
,Asjabharan,,"5' 6""",135 lbs.,--,,7,6,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,13,BantamWeight,183
Askar,Askar,AK-47,"5' 7""",145 lbs.,"69.0""",Orthodox,11,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,12,FeatherWeight,184
Askar,Askarov,Bullet,"5' 6""",125 lbs.,"67.0""",Orthodox,14,1,1,0,3.05,54%,2.80,57%,2.60,24%,66%,0.4,16,FlyWeight,185
Cyril,Asker,Silverback,"6' 0""",247 lbs.,"74.0""",Orthodox,9,4,0,0,3.35,39%,5.82,35%,4.41,62%,100%,0.9,13,HeavyWeight,186
Khusein,Askhabov,Nohcho,"5' 8""",145 lbs.,"69.0""",Orthodox,23,1,0,0,2.00,26%,4.13,56%,0.00,0%,66%,0.0,24,FeatherWeight,187
Scott,Askham,,"6' 3""",185 lbs.,"75.0""",Southpaw,14,4,0,0,3.03,46%,3.52,52%,0.44,18%,65%,0.7,18,MiddleWeight,188
Ben,Askren,Funky,"5' 11""",170 lbs.,"73.0""",Orthodox,19,2,0,0,3.64,49%,5.66,36%,4.33,55%,0%,0.9,21,WelterWeight,189
Ibo,Aslan,The Last Ottoman,"6' 3""",205 lbs.,"77.0""",Orthodox,12,1,0,0,8.87,72%,3.38,63%,0.00,0%,0%,0.0,13,LightHeavyWeight,190
Tom,Aspinall,,"6' 5""",256 lbs.,"78.0""",Orthodox,14,3,0,1,7.72,66%,2.77,66%,3.46,100%,100%,1.7,17,HeavyWeight,191
Bruno,Assis,Brunao,"6' 2""",185 lbs.,--,Orthodox,8,4,0,0,1.27,43%,3.20,36%,2.00,50%,66%,1.0,12,MiddleWeight,192
Junior,Assuncao,,"5' 9""",145 lbs.,"72.0""",Orthodox,16,6,0,0,3.31,62%,2.06,44%,2.43,24%,66%,0.7,22,FeatherWeight,193
Raphael,Assuncao,,"5' 5""",135 lbs.,"66.0""",Orthodox,28,10,0,0,3.22,42%,2.50,66%,1.65,39%,78%,0.2,38,BantamWeight,194
Bazigit,Atajev,Volk,"6' 1""",230 lbs.,--,Orthodox,17,1,0,0,0.87,41%,3.14,49%,1.00,33%,0%,0.0,18,HeavyWeight,195
Rich,Attonito,The Raging Bull,"5' 10""",170 lbs.,"72.0""",Orthodox,10,5,0,0,2.28,47%,2.13,59%,0.74,37%,75%,0.0,15,WelterWeight,196
Olivier,Aubin-Mercier,The Canadian Gangster,"5' 9""",155 lbs.,"70.0""",Southpaw,11,5,0,0,2.48,51%,2.97,55%,2.36,33%,70%,0.5,16,LightWeight,197
Pat,Audinwood,Awesomely Awesome,"6' 0""",155 lbs.,--,Orthodox,11,2,1,0,1.17,12%,4.31,41%,0.80,50%,0%,0.0,14,LightWeight,198
Jose,Augusto,Gugu,"6' 3""",251 lbs.,--,,6,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,8,HeavyWeight,199
Marcus,Aurelio,Maximus,"5' 10""",155 lbs.,"74.0""",Orthodox,22,10,0,0,1.42,33%,2.27,59%,1.69,27%,27%,1.3,32,LightWeight,200
David,Avellan,,"5' 9""",185 lbs.,--,Orthodox,2,1,0,0,3.33,25%,10.00,57%,0.00,0%,0%,0.0,3,MiddleWeight,201
Blas,Avena,The Disciple,"6' 0""",170 lbs.,"74.0""",Orthodox,8,7,0,0,2.34,47%,3.36,43%,2.37,80%,50%,1.8,15,WelterWeight,202
Levi,Avera,,"6' 1""",170 lbs.,--,,18,15,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,33,WelterWeight,203
Anthony,Avila,,"5' 7""",145 lbs.,--,,13,5,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,18,FeatherWeight,204
Chris,Avila,,"5' 10""",145 lbs.,--,Orthodox,5,4,0,0,2.37,30%,4.17,48%,0.00,0%,46%,0.0,9,FeatherWeight,205
Julia,Avila,Raging Panda,"5' 7""",135 lbs.,"68.0""",Orthodox,9,3,0,0,2.59,43%,2.86,50%,0.54,33%,50%,0.3,12,BantamWeight,206
Saad,Awad,Assassin,"5' 11""",155 lbs.,--,,20,9,0,0,2.13,26%,1.87,60%,0.50,16%,100%,0.5,29,LightWeight,207
Javy,Ayala,Eye Candy,"6' 1""",265 lbs.,--,,10,5,0,0,0.83,25%,5.00,33%,0.00,0%,0%,0.0,15,HeavyWeight,208
Jessin,Ayari,,"6' 0""",155 lbs.,"73.0""",Orthodox,16,6,0,0,3.53,37%,3.59,58%,0.00,0%,50%,0.3,22,LightWeight,209
Abu,Azaitar,Captain Morocco,"5' 9""",185 lbs.,"76.0""",Orthodox,14,4,1,0,4.38,43%,4.32,51%,1.00,37%,42%,0.0,19,MiddleWeight,210
Ottman,Azaitar,Bulldozer,"5' 8""",155 lbs.,"71.0""",Switch,13,2,0,0,5.73,51%,4.96,48%,0.00,0%,100%,0.0,15,LightWeight,211
Luiz,Azeredo,,"5' 9""",154 lbs.,--,Orthodox,15,10,0,0,2.16,39%,2.76,57%,1.07,50%,45%,0.3,25,LightWeight,212
Luciano,Azevedo,,"6' 3""",161 lbs.,--,Orthodox,17,9,1,0,0.76,45%,1.97,27%,2.28,11%,0%,0.0,27,WelterWeight,213
Hunter,Azure,,"5' 8""",145 lbs.,"69.0""",Orthodox,9,2,0,0,3.92,53%,2.08,58%,1.97,34%,67%,1.3,11,FeatherWeight,214
Niklas,Backstrom,,"6' 1""",145 lbs.,--,Orthodox,11,3,0,0,1.12,41%,3.65,40%,2.92,80%,72%,2.2,14,FeatherWeight,215
Seth,Baczynski,The Polish Pistola,"6' 3""",170 lbs.,"75.0""",Orthodox,20,14,0,0,3.08,31%,3.14,51%,0.89,16%,48%,0.8,34,WelterWeight,216
Abdul Azeem,Badakhshi,The Afghan Lion,--,145 lbs.,--,,13,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,16,FeatherWeight,217
Ryan,Bader,Darth,"6' 2""",205 lbs.,"74.0""",Orthodox,23,5,0,0,2.82,43%,1.39,71%,3.37,44%,80%,0.4,28,LightHeavyWeight,218
Izabela,Badurek,,"5' 5""",115 lbs.,--,Orthodox,6,3,0,0,3.74,71%,4.90,32%,1.75,12%,100%,0.0,9,StrawWeight,219
Miguel,Baeza,Caramel Thunder,"6' 2""",170 lbs.,"74.0""",Orthodox,10,3,0,0,4.88,49%,5.10,53%,0.44,28%,100%,1.8,13,WelterWeight,220
Ali,Bagautinov,Puncher,"5' 4""",125 lbs.,"65.0""",Orthodox,15,6,0,0,2.85,42%,3.09,52%,2.51,36%,65%,0.3,21,FlyWeight,221
Mehdi,Baghdad,The Sultan,"6' 1""",155 lbs.,--,Orthodox,11,5,0,0,3.13,30%,4.56,46%,0.00,0%,33%,0.0,16,LightWeight,222
Melsik,Baghdasaryan,The Gun,"5' 9""",145 lbs.,"70.0""",Southpaw,8,2,0,0,5.28,61%,3.06,58%,0.00,0%,72%,0.0,10,FeatherWeight,223
Siyar,Bahadurzada,The Great,"5' 11""",170 lbs.,"73.0""",Orthodox,24,8,1,0,2.91,40%,3.23,49%,1.32,61%,62%,0.3,33,WelterWeight,224
Ignacio,Bahamondes,La Jaula,"6' 3""",155 lbs.,"75.0""",Orthodox,14,5,0,0,6.97,46%,4.36,57%,0.00,0%,85%,0.4,19,LightWeight,225
Bahatebole,Batebolati,Lion King,"5' 11""",155 lbs.,"71.0""",Southpaw,8,1,1,0,4.34,47%,4.62,64%,2.04,100%,100%,0.0,10,LightWeight,226
Shamar,Bailey,,"5' 9""",155 lbs.,"75.0""",Southpaw,16,11,0,0,1.56,20%,3.91,69%,1.50,33%,37%,0.0,27,LightWeight,227
Jordan,Bailey,,"5' 9""",145 lbs.,--,,6,3,0,0,1.74,40%,0.29,0%,4.35,100%,0%,4.3,9,FeatherWeight,228
Scott,Baker,,"6' 0""",210 lbs.,--,,1,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2,HeavyWeight,229
Bryan,Baker,The Beast,"6' 3""",185 lbs.,--,Orthodox,18,5,0,0,1.78,52%,2.83,45%,0.44,50%,37%,0.9,23,MiddleWeight,230
Jin,Bala,,"5' 9""",155 lbs.,--,,23,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,26,LightWeight,231
,Balajin,The Snow Leopard,"5' 9""",145 lbs.,"72.0""",Orthodox,23,4,0,0,1.40,33%,2.73,50%,2.00,20%,66%,0.0,27,FeatherWeight,232
Oluwale,Bamgbose,Holy War Angel,"5' 11""",185 lbs.,"78.0""",Switch,6,4,0,0,2.45,48%,2.70,55%,0.94,33%,37%,0.0,10,MiddleWeight,233
Stephen,Banaszak,,"6' 0""",145 lbs.,--,,5,5,0,0,4.20,47%,1.15,66%,0.00,0%,100%,1.9,10,FeatherWeight,234
Marcin,Bandel,Bomba,"5' 10""",155 lbs.,--,Orthodox,15,7,0,0,0.79,50%,5.26,23%,0.00,0%,0%,0.0,22,LightWeight,235
Humberto,Bandenay,,"5' 11""",145 lbs.,"71.0""",Southpaw,14,7,0,0,2.22,41%,4.79,41%,2.90,46%,62%,0.5,21,FeatherWeight,236
Tae Hyun,Bang,Supernatural,"5' 9""",155 lbs.,"71.0""",Switch,18,10,0,0,2.72,38%,2.07,66%,0.49,33%,57%,0.5,28,LightWeight,237
Yohan,Banks,,--,--,--,,2,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,3,HeavyWeight,238
Shauna,Bannon,Mama B,"5' 5""",115 lbs.,"65.0""",Switch,5,1,0,0,3.60,37%,3.73,37%,0.00,0%,33%,0.0,6,StrawWeight,239
Antonio,Banuelos,,"5' 5""",135 lbs.,"63.0""",Orthodox,20,11,1,0,2.69,33%,3.15,58%,1.62,62%,86%,0.4,32,BantamWeight,240
Renan,Barao,The Baron,"5' 6""",145 lbs.,"70.0""",Orthodox,34,9,0,0,3.78,36%,3.90,57%,1.49,41%,91%,0.5,43,FeatherWeight,241
Junior,Barata,,"5' 10""",170 lbs.,--,Orthodox,9,3,1,0,4.03,33%,8.46,34%,0.00,0%,0%,0.0,13,WelterWeight,242
Maycee,Barber,The Future,"5' 5""",125 lbs.,"65.0""",Switch,13,2,0,0,4.60,52%,2.72,54%,1.14,35%,45%,0.1,15,FlyWeight,243
Bryan,Barberena,Bam Bam,"6' 0""",185 lbs.,"72.0""",Southpaw,18,11,0,0,5.53,48%,4.74,44%,0.14,22%,49%,0.3,29,MiddleWeight,244
Dione,Barbosa,The Witch,"5' 6""",125 lbs.,"66.0""",Orthodox,6,2,0,0,0.87,50%,0.65,66%,3.27,100%,0%,9.8,8,FlyWeight,245
Edson,Barboza,Junior,"5' 11""",145 lbs.,"75.0""",Orthodox,24,11,0,0,4.18,45%,4.34,57%,0.48,50%,75%,0.1,35,FeatherWeight,246
Raoni,Barcelos,,"5' 7""",135 lbs.,"67.0""",Orthodox,17,5,0,0,5.38,51%,5.03,61%,1.80,37%,90%,0.4,22,BantamWeight,247
Daniel,Barez,,"5' 6""",125 lbs.,"66.0""",Orthodox,16,6,0,0,3.80,53%,5.32,55%,4.07,31%,91%,1.6,22,FlyWeight,248
Danny,Barlow,LeftHand2God,"6' 2""",170 lbs.,"79.0""",Southpaw,7,0,0,0,12.15,57%,5.32,61%,0.00,0%,0%,0.0,7,WelterWeight,249
Luke,Barnatt,The Bigslow,"6' 6""",185 lbs.,"77.0""",Orthodox,13,4,0,0,4.43,36%,3.87,59%,0.63,42%,63%,0.4,17,MiddleWeight,250
James,Barnes,Mooka,"5' 8""",135 lbs.,"71.0""",Orthodox,14,5,0,0,0.57,34%,3.02,39%,1.08,16%,40%,0.0,19,BantamWeight,251
Nick,Barnes,,"5' 11""",170 lbs.,--,,11,2,0,0,2.86,29%,8.93,51%,5.36,100%,100%,5.4,13,WelterWeight,252
Shonte,Barnes,Shyne,"5' 11""",185 lbs.,"76.0""",Southpaw,6,2,1,0,2.32,38%,1.55,67%,0.00,0%,60%,0.0,9,MiddleWeight,253
Josh,Barnett,The Warmaster,"6' 3""",250 lbs.,"78.0""",Orthodox,35,8,0,0,3.20,50%,2.11,57%,1.26,55%,55%,1.4,43,HeavyWeight,254
Chris,Barnett,Beastboy,"5' 9""",265 lbs.,"75.0""",Orthodox,23,8,0,0,4.41,48%,5.87,40%,0.00,0%,33%,0.0,31,HeavyWeight,255
Chris,Barnhizer,,--,--,--,,2,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,HeavyWeight,256
David,Baron,,"5' 6""",155 lbs.,--,Switch,17,4,1,0,1.17,30%,2.10,56%,0.00,0%,14%,0.7,22,LightWeight,257
Phil,Baroni,The New York Bad Ass,"5' 9""",170 lbs.,"72.0""",Orthodox,15,18,0,0,2.77,45%,3.93,40%,1.46,47%,60%,0.5,33,WelterWeight,258
Dan,Barrera,The Fireman,"5' 9""",170 lbs.,--,Orthodox,3,1,0,0,0.80,70%,1.20,28%,1.00,8%,0%,0.0,4,WelterWeight,259
Carlos,Barreto,,"6' 4""",230 lbs.,--,Orthodox,14,9,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,23,HeavyWeight,260
Jose,Barreto,,--,185 lbs.,--,Southpaw,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,MiddleWeight,261
Peter,Barrett,Slippery,"5' 10""",145 lbs.,"73.0""",Southpaw,11,5,0,0,4.18,61%,4.32,42%,1.39,22%,66%,0.0,16,FeatherWeight,262
Marc-Andre,Barriault,Powerbar,"6' 1""",185 lbs.,"74.0""",Orthodox,16,7,0,0,6.19,47%,5.67,52%,0.22,25%,67%,0.1,23,MiddleWeight,263
David,Barrios,,"5' 6""",145 lbs.,--,,4,8,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,12,FeatherWeight,264
Alexandre,Barros,Baixinho,"5' 9""",170 lbs.,--,Southpaw,22,11,0,0,0.98,40%,4.05,36%,1.84,50%,100%,0.0,33,WelterWeight,265
Ricardo,Barros,,"6' 1""",205 lbs.,--,,2,2,0,0,0.00,0%,8.22,31%,0.00,0%,100%,0.0,4,LightHeavyWeight,266
Francimar,Barroso,Bodao,"6' 1""",205 lbs.,"75.0""",Orthodox,19,7,0,0,2.77,52%,3.07,59%,2.22,24%,83%,0.0,26,LightHeavyWeight,267
Pat,Barry,HD,"5' 11""",235 lbs.,"74.0""",Orthodox,8,7,0,0,2.72,52%,3.54,59%,0.00,0%,76%,0.2,15,HeavyWeight,268
Dean,Barry,The Sniper,"5' 10""",170 lbs.,"72.0""",Orthodox,4,2,0,0,9.31,40%,4.66,51%,0.00,0%,100%,0.0,6,WelterWeight,269
Enrique,Barzola,El Fuerte,"5' 7""",145 lbs.,"70.0""",Orthodox,17,5,2,0,3.91,41%,2.97,68%,4.20,45%,66%,0.3,24,FeatherWeight,270
Javid,Basharat,The Snow Leopard,"5' 9""",135 lbs.,"69.0""",Orthodox,14,0,0,0,5.65,61%,2.50,63%,2.09,50%,85%,0.2,14,BantamWeight,271
Farid,Basharat,Ferocious,"5' 8""",135 lbs.,"71.0""",Orthodox,12,0,0,0,4.47,58%,2.44,57%,3.96,41%,83%,0.6,12,BantamWeight,272
Stephen,Bass,Bigfish,"5' 9""",145 lbs.,--,Orthodox,11,2,0,0,4.87,52%,5.87,55%,0.00,0%,0%,0.0,13,FeatherWeight,273
Sean,Bassett,,--,155 lbs.,--,,0,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,4,LightWeight,274
Ryan,Bastianelli,Relentless,"5' 5""",135 lbs.,--,,6,7,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,13,BantamWeight,275
Shayna,Baszler,The Queen of Spades,"5' 7""",135 lbs.,--,Orthodox,15,11,0,0,2.49,30%,6.36,51%,0.67,18%,44%,1.3,26,BantamWeight,276
Michel,Batista,,"6' 3""",260 lbs.,--,Orthodox,4,1,0,0,0.00,0%,4.03,40%,6.72,50%,0%,0.0,5,HeavyWeight,277
Bryan,Battle,Pooh Bear,"6' 1""",170 lbs.,"77.0""",Orthodox,11,2,0,0,4.52,54%,3.73,42%,0.94,25%,45%,0.6,13,WelterWeight,278
Alan,Baudot,The Black Samourai,"6' 3""",243 lbs.,"79.0""",Orthodox,8,3,0,0,5.36,58%,4.82,46%,0.00,0%,62%,0.0,11,HeavyWeight,279
Mario,Bautista,,"5' 9""",135 lbs.,"69.0""",Switch,14,2,0,0,5.69,48%,3.99,53%,2.25,44%,66%,1.0,16,BantamWeight,280
Chris,Beal,Real Deal,"5' 7""",125 lbs.,"69.0""",Orthodox,10,5,0,0,3.45,35%,3.18,61%,1.60,58%,78%,0.2,15,FlyWeight,281
Donovan,Beard,The Highlight Reel,"6' 2""",185 lbs.,"78.0""",Orthodox,7,2,0,0,0.00,0%,5.77,28%,0.00,0%,0%,0.0,9,MiddleWeight,282
Rudy,Bears,,"5' 11""",170 lbs.,--,Southpaw,16,15,0,0,1.27,29%,2.53,50%,0.00,0%,0%,0.0,31,WelterWeight,283
Salvador,Becerra,,"5' 9""",155 lbs.,--,,5,2,0,0,4.57,31%,3.83,58%,0.00,0%,66%,0.0,7,LightWeight,284
Ariel,Beck,,"5' 6""",125 lbs.,"66.0""",Southpaw,4,5,0,0,4.44,34%,4.31,64%,0.00,0%,0%,0.0,9,FlyWeight,285
Jeff,Bedard,Little Popeye,"5' 6""",145 lbs.,--,Orthodox,13,3,0,0,0.80,51%,0.00,100%,3.43,66%,100%,2.6,16,FeatherWeight,286
Eric,Bedard,Lucky Strikes,"6' 2""",239 lbs.,--,,6,7,0,0,6.37,35%,8.54,52%,0.00,0%,0%,0.0,13,HeavyWeight,287
Johnny,Bedford,Brutal,"5' 10""",135 lbs.,"71.0""",Orthodox,21,13,1,0,4.53,50%,1.75,63%,1.83,62%,62%,0.0,35,BantamWeight,288
Rolando,Bedoya,The Machine,"5' 11""",170 lbs.,"74.0""",Orthodox,14,3,0,0,8.70,55%,6.83,52%,0.00,0%,0%,0.0,17,WelterWeight,289
Chase,Beebe,,"5' 7""",135 lbs.,"67.0""",Orthodox,24,13,1,0,2.17,38%,1.64,69%,2.49,42%,41%,0.9,38,BantamWeight,290
Lyle,Beerbohm,Fancy Pants,"5' 10""",155 lbs.,--,Southpaw,24,3,0,0,1.98,55%,1.61,54%,2.10,23%,64%,0.3,27,LightWeight,291
Allan,Begosso,Mini,"5' 5""",135 lbs.,"66.0""",Orthodox,7,2,1,0,1.80,40%,7.73,34%,0.00,0%,25%,2.0,10,BantamWeight,292
Mirsad,Bektic,,"5' 8""",145 lbs.,"70.0""",Orthodox,13,4,0,0,2.43,41%,1.80,57%,3.98,52%,92%,0.4,17,FeatherWeight,293
Diana,Belbita,The Warrior Princess,"5' 7""",115 lbs.,"68.0""",Orthodox,15,9,0,0,6.54,42%,6.55,51%,0.91,62%,65%,0.0,24,StrawWeight,294
Alan,Belcher,The Talent,"6' 2""",185 lbs.,"75.0""",Orthodox,18,8,0,0,2.70,41%,3.10,59%,0.44,26%,55%,0.9,26,MiddleWeight,295
Vitor,Belfort,The Phenom,"6' 0""",185 lbs.,"74.0""",Southpaw,26,14,0,0,1.59,46%,2.83,50%,1.02,60%,53%,0.6,40,MiddleWeight,296
Yousri,Belgaroui,Baby Face Assassin,"6' 5""",185 lbs.,"79.0""",Orthodox,5,3,0,0,2.20,47%,3.20,51%,0.00,0%,75%,0.0,8,MiddleWeight,297
Rodolfo,Bellato,Trator,"6' 3""",205 lbs.,"77.0""",Orthodox,12,2,0,0,6.47,61%,5.90,44%,1.09,25%,100%,0.5,14,LightHeavyWeight,298
Danilo,Belluardo,Caterpillar,"6' 0""",155 lbs.,"74.0""",Southpaw,12,5,0,0,1.52,61%,4.79,41%,3.50,100%,50%,0.0,17,LightWeight,299
Joey,Beltran,The Mexicutioner,"6' 1""",185 lbs.,"75.0""",Orthodox,17,14,0,0,4.92,36%,5.27,54%,0.48,18%,75%,0.0,31,MiddleWeight,300
Marco,Beltran,Psycho,"5' 8""",125 lbs.,"69.0""",Orthodox,8,6,0,0,2.07,37%,1.93,63%,0.70,50%,46%,0.2,14,FlyWeight,301
Joseph,Benavidez,,"5' 4""",125 lbs.,"65.0""",Southpaw,28,8,0,0,3.52,34%,2.67,61%,1.41,30%,62%,0.6,36,FlyWeight,302
Mike,Bencic,Batman,"6' 0""",215 lbs.,--,Orthodox,1,2,0,0,0.00,0%,3.32,53%,0.00,0%,0%,0.0,3,HeavyWeight,303
Dave,Beneteau,Dangerous,"6' 2""",250 lbs.,--,Orthodox,6,5,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,12,HeavyWeight,304
Karla,Benitez,,"5' 3""",113 lbs.,--,,14,11,1,0,0.00,0%,2.40,57%,0.00,0%,100%,0.0,26,StrawWeight,305
Gabriel,Benitez,Moggly,"5' 8""",155 lbs.,"71.0""",Southpaw,23,12,0,0,4.92,41%,4.26,62%,0.24,50%,55%,1.0,35,LightWeight,306
Charles,Bennett,Krazy Horse,"5' 8""",155 lbs.,--,Orthodox,30,33,2,0,1.39,39%,1.35,64%,2.02,100%,36%,2.0,65,LightWeight,307
Josh,Bennett,,"6' 4""",259 lbs.,--,Orthodox,11,14,0,0,2.90,40%,5.80,43%,1.50,100%,100%,0.0,25,HeavyWeight,308
DeAnna,Bennett,The Argentine Assassin,"5' 4""",125 lbs.,"68.0""",Orthodox,8,3,1,0,3.13,58%,3.27,58%,0.00,0%,0%,1.0,12,FlyWeight,309
Lance,Benoist,,"5' 11""",170 lbs.,"72.0""",Southpaw,7,2,0,0,3.68,51%,2.70,56%,1.50,33%,61%,0.0,9,WelterWeight,310
Joe,Benoit,,"5' 9""",170 lbs.,--,Orthodox,11,4,0,0,0.00,0%,0.00,100%,0.00,0%,0%,0.0,15,WelterWeight,311
Ryan,Benoit,Baby Face,"5' 5""",125 lbs.,"68.0""",Orthodox,10,8,0,0,2.88,39%,3.65,58%,0.28,22%,72%,0.4,18,FlyWeight,312
Pat,Benson,,"5' 9""",155 lbs.,--,,3,5,3,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,11,LightWeight,313
Len,Bentley,,"5' 9""",155 lbs.,--,,10,6,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,16,LightWeight,314
Steve,Berger,The Red Nosed Pitbull,"5' 11""",170 lbs.,--,Orthodox,21,23,2,0,1.00,27%,3.26,36%,0.84,40%,16%,1.7,46,WelterWeight,315
Kenneth,Bergh,,"6' 2""",205 lbs.,"74.0""",Orthodox,8,0,0,0,4.56,75%,1.27,28%,0.00,0%,0%,0.0,8,LightHeavyWeight,316
Bret,Bergmark,The Angry Hick,"5' 9""",170 lbs.,--,,6,1,1,0,2.78,52%,2.78,37%,4.17,100%,50%,4.2,8,WelterWeight,317
Keith,Berish,Sha Bang Bang,"6' 0""",205 lbs.,--,Orthodox,5,1,0,0,3.58,36%,4.81,62%,1.76,40%,0%,0.0,6,LightHeavyWeight,318
Dennis,Bermudez,The Menace,"5' 6""",155 lbs.,"66.0""",Orthodox,17,9,0,0,4.42,46%,3.07,59%,3.89,40%,82%,1.1,26,LightWeight,319
Manny,Bermudez,The Bermudez Triangle,"5' 10""",145 lbs.,"71.0""",Orthodox,14,2,0,0,2.92,61%,2.68,46%,3.06,54%,0%,3.1,16,FeatherWeight,320
Talita,Bernardo,,"5' 4""",135 lbs.,"68.0""",Orthodox,6,4,0,0,3.12,42%,4.04,55%,1.62,22%,28%,0.5,10,BantamWeight,321
Dave,Berry,,--,--,--,,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,HeavyWeight,322
Keith,Berry,,"6' 1""",185 lbs.,--,,15,14,1,0,0.27,12%,6.27,28%,0.00,0%,0%,0.0,30,MiddleWeight,323
Dieusel,Berto,,"5' 9""",200 lbs.,--,,0,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,3,LightHeavyWeight,324
Edson,Berto,Little Tiger,"5' 6""",155 lbs.,--,Orthodox,17,12,1,0,1.76,36%,4.62,47%,5.47,40%,0%,2.7,30,LightWeight,325
Allen,Berube,Monstah Lobstah,"5' 8""",155 lbs.,--,Orthodox,4,3,0,0,0.92,80%,0.92,33%,6.87,100%,0%,3.4,7,LightWeight,326
Anton,Berzin,The Body Snatcher,"6' 2""",205 lbs.,--,Orthodox,5,1,0,0,4.40,46%,6.80,67%,2.00,28%,0%,1.0,6,LightHeavyWeight,327
Scott,Bessac,,"6' 4""",245 lbs.,--,,4,6,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0,10,HeavyWeight,328
Matt,Bessette,The Mangler,"5' 10""",145 lbs.,"70.0""",Orthodox,22,9,0,0,4.36,41%,4.45,58%,0.64,28%,61%,0.3,31,FeatherWeight,329
